10,10,12,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,12,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,6,7,7,7,7,7,7,8,10,10,10
10,10,12,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,15,16,16,16,16,16,16,17,10,10,10
10,10,12,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,15,16,16,16,16,16,16,17,10,10,10
10,10,12,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,15,16,16,16,16,16,16,17,10,10,10
10,10,12,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,10,15,16,16,16,16,16,16,17,10,10,10
10,10,12,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,10,24,25,25,25,25,25,25,26,10,10,10
10,10,12,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,21,22,22,22,22,22,22,22,22,22,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,12,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,12,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,12,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,12,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,12,13,13,13,10,10,10,10,10,10,27,27,27,27,27,27,27,10
10,10,10,10,10,10,10,10,10,10,10,10,12,13,13,13,10,10,10,10,10,10,37,37,37,37,37,37,37,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,37,37,37,37,37,37,37,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,37,37,37,37,37,37,37,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,45,45,45,45,45,45,45,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
